"path","location","ext","bytes","mtime"
"C:\Users\dstor\Downloads\Rejection_Intelligence.md","Downloads",".md","8378","2026-07-18T17:18:21Z"
"C:\Users\dstor\Downloads\Remediation Log.docx","Downloads",".docx","7904","2026-01-01T22:33:41Z"
"C:\Users\dstor\Downloads\Remove_Before_Publication_List.csv","Downloads",".csv","69975","2026-05-29T02:58:54Z"
"C:\Users\dstor\Downloads\Resample Log.docx","Downloads",".docx","7902","2026-01-01T22:33:44Z"
"C:\Users\dstor\Downloads\revenue_timing_extraction.md","Downloads",".md","28740","2026-08-21T20:09:37Z"
"C:\Users\dstor\Downloads\RIDGE_Shortest.R","Downloads",".r","2591","2026-08-03T02:57:38Z"
"C:\Users\dstor\Downloads\rights_update.csv","Downloads",".csv","34747","2026-05-28T01:58:14Z"
"C:\Users\dstor\Downloads\Room Layout Blueprints.pdf","Downloads",".pdf","845005","2026-01-08T22:44:09Z"
"C:\Users\dstor\Downloads\Rosin Expansion Blueprint.png","Downloads",".png","189882","2026-02-10T05:55:31Z"
"C:\Users\dstor\Downloads\Rosin Lab Blueprint.pdf","Downloads",".pdf","302389","2026-02-06T05:41:22Z"
"C:\Users\dstor\Downloads\Rosin Lab power and drain placement.png","Downloads",".png","19994","2026-02-27T05:48:36Z"
"C:\Users\dstor\Downloads\Rosin Process Summary.docx","Downloads",".docx","17552","2026-02-06T18:16:57Z"
"C:\Users\dstor\Downloads\Roth Conversion Strategy Final 1.pptx","Downloads",".pptx","3169150","2026-04-09T02:23:50Z"
"C:\Users\dstor\Downloads\Roth_Conversion_Comparison_Final 1.xlsx","Downloads",".xlsx","22765","2026-04-09T02:23:39Z"
"C:\Users\dstor\Downloads\Rough_Draft_Only_Image_List.csv","Downloads",".csv","36028","2026-05-29T02:58:52Z"
"C:\Users\dstor\Downloads\Rubric Template.xlsx","Downloads",".xlsx","7566","2026-07-29T14:12:49Z"
"C:\Users\dstor\Downloads\rubric-crash-course.md","Downloads",".md","9592","2026-08-06T17:30:43Z"
"C:\Users\dstor\Downloads\RULE-G2-v3-CARD.md","Downloads",".md","4631","2026-08-25T04:31:53Z"
"C:\Users\dstor\Downloads\RULE-G9-FINAL-v1.md","Downloads",".md","20040","2026-08-21T08:23:57Z"
"C:\Users\dstor\Downloads\RULE-G9-FINAL-v2.md","Downloads",".md","13828","2026-08-25T04:16:43Z"
"C:\Users\dstor\Downloads\Rules of Engagement (ROE) (1).pptx","Downloads",".pptx","485147","2026-03-24T00:48:49Z"
"C:\Users\dstor\Downloads\Rules of Engagement (ROE) One-Pager (1).docx","Downloads",".docx","38536","2026-03-24T00:48:47Z"
"C:\Users\dstor\Downloads\Rules of Engagement (ROE) One-Pager.docx","Downloads",".docx","7674","2026-03-24T00:48:06Z"
"C:\Users\dstor\Downloads\Rules of Engagement (ROE).docx","Downloads",".docx","293101","2026-03-24T00:48:03Z"
"C:\Users\dstor\Downloads\Rules of Engagement (ROE).pptx","Downloads",".pptx","423319","2026-03-24T00:48:06Z"
"C:\Users\dstor\Downloads\run-doctrine-and-sync.ps1","Downloads",".ps1","1735","2026-08-25T04:33:30Z"
"C:\Users\dstor\Downloads\run-sync-after.ps1","Downloads",".ps1","909","2026-08-25T04:33:30Z"
"C:\Users\dstor\Downloads\run-sync-stamp.ps1","Downloads",".ps1","462","2026-08-25T04:33:29Z"
"C:\Users\dstor\Downloads\S1 Task Buildout Questions.docx","Downloads",".docx","25231","2026-07-28T22:40:41Z"
"C:\Users\dstor\Downloads\Saldivar mortgage check date 42025.pdf","Downloads",".pdf","55497","2025-06-06T19:38:28Z"
"C:\Users\dstor\Downloads\Sales View Template.xlsx","Downloads",".xlsx","36674","2026-03-23T16:48:22Z"
"C:\Users\dstor\Downloads\Sample Field Log.docx","Downloads",".docx","7898","2026-01-01T22:33:49Z"
"C:\Users\dstor\Downloads\sample_entries.md","Downloads",".md","45622","2026-05-31T17:32:10Z"
"C:\Users\dstor\Downloads\SCREEN-G-02T-PROMPT.md","Downloads",".md","5194","2026-08-27T00:45:56Z"
"C:\Users\dstor\Downloads\Security deposit form.pdf","Downloads",".pdf","1186622","2026-03-04T21:41:05Z"
"C:\Users\dstor\Downloads\SESSION-LOG-template.md","Downloads",".md","2311","2026-08-04T09:40:01Z"
"C:\Users\dstor\Downloads\Settlement Statement Saldivar Kinder.pdf","Downloads",".pdf","370263","2025-06-06T19:38:28Z"
"C:\Users\dstor\Downloads\Shopify Rubrics.xlsx","Downloads",".xlsx","7596","2026-07-29T06:00:20Z"
"C:\Users\dstor\Downloads\Slack.md","Downloads",".md","52986","2026-08-17T03:38:38Z"
"C:\Users\dstor\Downloads\Slack.msix","Downloads",".msix","162791425","2026-07-15T00:26:03Z"
"C:\Users\dstor\Downloads\SMU CAPE - Flatiron School - Enrollment Agreement - AI & Data Science Bootcamp Part-Time - Damon Smith - Signed.pdf","Downloads",".pdf","448967","2026-06-09T17:06:33Z"
"C:\Users\dstor\Downloads\SOV and SOR Retail Media (1).pptx","Downloads",".pptx","46680","2026-04-13T21:33:29Z"
"C:\Users\dstor\Downloads\SOV and SOR Retail Media.pptx","Downloads",".pptx","46680","2026-04-11T06:13:51Z"
"C:\Users\dstor\Downloads\Split Agreement Production Math.docx","Downloads",".docx","16559","2026-02-06T18:17:00Z"
"C:\Users\dstor\Downloads\SQL Schedule.pdf","Downloads",".pdf","315379","2026-06-13T03:08:53Z"
"C:\Users\dstor\Downloads\STATE (1).md","Downloads",".md","15993","2026-08-20T03:38:28Z"
"C:\Users\dstor\Downloads\STATE-BZ-BASE.md","Downloads",".md","5712","2026-08-14T23:43:17Z"
"C:\Users\dstor\Downloads\STATE.md","Downloads",".md","5791","2026-08-12T01:26:41Z"
"C:\Users\dstor\Downloads\statistical_feature_validation.py","Downloads",".py","22693","2026-04-10T07:28:00Z"
"C:\Users\dstor\Downloads\step1-registry-edits.md","Downloads",".md","3206","2026-08-01T04:28:23Z"
"C:\Users\dstor\Downloads\step2-failure-analysis.md","Downloads",".md","1225","2026-08-01T04:28:19Z"
"C:\Users\dstor\Downloads\step3-bz15-studio.md","Downloads",".md","6516","2026-08-01T04:28:22Z"
"C:\Users\dstor\Downloads\step4_corrections_prompt.md","Downloads",".md","5748","2026-07-28T01:16:25Z"
"C:\Users\dstor\Downloads\step4_execute_prompt.md","Downloads",".md","4936","2026-07-28T01:29:36Z"
"C:\Users\dstor\Downloads\step4_status_check_prompt.md","Downloads",".md","2104","2026-07-28T01:46:49Z"
"C:\Users\dstor\Downloads\step4-bz01-rework.md","Downloads",".md","5693","2026-08-01T04:28:20Z"
"C:\Users\dstor\Downloads\STUDIO-FORM-FILL-PROMPT.md","Downloads",".md","6403","2026-08-21T02:08:35Z"
"C:\Users\dstor\Downloads\Subscription Review Memo.pdf","Downloads",".pdf","4987","2026-08-07T18:20:02Z"
"C:\Users\dstor\Downloads\Subscription Review Supplement Doc.pdf","Downloads",".pdf","6878","2026-08-07T18:19:53Z"
"C:\Users\dstor\Downloads\Summary of changes for efficient rooms (1).docx","Downloads",".docx","1660203","2026-02-06T15:39:27Z"
"C:\Users\dstor\Downloads\Summary of changes for efficient rooms.docx","Downloads",".docx","1660532","2026-02-06T15:54:09Z"
"C:\Users\dstor\Downloads\sweep_authored_doc_pattern.md","Downloads",".md","5123","2026-07-26T01:20:47Z"
"C:\Users\dstor\Downloads\sweep_path1_protocol.md","Downloads",".md","4417","2026-07-26T01:08:58Z"
"C:\Users\dstor\Downloads\t6iPH93krzY - 1.json","Downloads",".json","34191","2025-07-31T19:39:33Z"
"C:\Users\dstor\Downloads\Task 01 Cash Flow Analysis Golden.docx","Downloads",".docx","19727","2026-08-04T07:03:08Z"
"C:\Users\dstor\Downloads\Task 01 Cash Flow Analysis.xlsx","Downloads",".xlsx","15866635","2026-08-04T07:02:36Z"
"C:\Users\dstor\Downloads\task_build_handoff_ramp_multistep.md","Downloads",".md","13187","2026-07-25T22:22:30Z"
"C:\Users\dstor\Downloads\Task_Success_Failure_Audit.docx","Downloads",".docx","28187","2026-08-04T21:31:42Z"
"C:\Users\dstor\Downloads\task_utils.py","Downloads",".py","559","2026-02-20T18:23:23Z"
"C:\Users\dstor\Downloads\task03_run4_resight.md","Downloads",".md","22373","2026-08-21T18:33:11Z"
"C:\Users\dstor\Downloads\Task1_Rubric.md","Downloads",".md","3897","2026-07-18T18:06:23Z"
"C:\Users\dstor\Downloads\TaxReturn2024.pdf","Downloads",".pdf","3485828","2026-04-20T20:30:23Z"
"C:\Users\dstor\Downloads\Text_Only_Device_List.csv","Downloads",".csv","11302","2026-05-29T02:58:51Z"
"C:\Users\dstor\Downloads\The_Claude_Code_Leak_What_It_Means_and_How_to_Use_It_for_Free.pdf","Downloads",".pdf","169539","2026-04-30T20:51:43Z"
"C:\Users\dstor\Downloads\The_Creator_Launchpad_A_90-Day_Business_Plan.docx","Downloads",".docx","15441","2026-03-11T03:23:53Z"
"C:\Users\dstor\Downloads\Thinking Output V2.pptx","Downloads",".pptx","54933","2026-04-11T06:58:57Z"
"C:\Users\dstor\Downloads\Tiffany_Leddy_25_Rebate_Accrual_Supplemental.xlsx","Downloads",".xlsx","27231","2026-07-28T19:32:16Z"
"C:\Users\dstor\Downloads\Tiffany_Leddy_Rebate_Agreement.pdf","Downloads",".pdf","4424","2026-07-26T01:15:17Z"
"C:\Users\dstor\Downloads\training-program.html","Downloads",".html","20730","2026-07-24T04:03:55Z"
"C:\Users\dstor\Downloads\Translation_Table_Reference.md","Downloads",".md","5050","2026-06-09T20:50:08Z"
"C:\Users\dstor\Downloads\Untitled (1).png","Downloads",".png","215785","2026-02-10T05:55:21Z"
"C:\Users\dstor\Downloads\Untitled (2).png","Downloads",".png","215804","2026-02-11T17:21:25Z"
"C:\Users\dstor\Downloads\Untitled.png","Downloads",".png","201660","2026-02-10T05:53:56Z"
"C:\Users\dstor\Downloads\Updated Cannabis Expansion Summary.docx","Downloads",".docx","19384","2026-02-28T22:10:56Z"
"C:\Users\dstor\Downloads\user_full_profile.json","Downloads",".json","8505","2025-03-20T16:59:26Z"
"C:\Users\dstor\Downloads\user_profile.json","Downloads",".json","6116","2025-03-13T14:55:10Z"
"C:\Users\dstor\Downloads\validation.py","Downloads",".py","180","2026-02-20T18:23:23Z"
"C:\Users\dstor\Downloads\Veg and Flower specific protocols.docx","Downloads",".docx","16161","2026-02-24T20:30:44Z"
"C:\Users\dstor\Downloads\Veg room virtual graph.png","Downloads",".png","66256","2026-02-25T04:34:05Z"
"C:\Users\dstor\Downloads\Vegetative Cycle 3 Weeks (1).docx","Downloads",".docx","1661648","2026-02-05T03:20:49Z"
"C:\Users\dstor\Downloads\Vegetative Cycle 3 Weeks (2).docx","Downloads",".docx","1661648","2026-02-09T22:38:42Z"
"C:\Users\dstor\Downloads\Vegetative Cycle 3 Weeks.docx","Downloads",".docx","1662006","2026-02-27T03:27:50Z"
"C:\Users\dstor\Downloads\Vendor_Master_Hygiene_May_2026_WORKINGS.xlsx","Downloads",".xlsx","17072","2026-08-21T21:08:44Z"
"C:\Users\dstor\Downloads\Vendor_Master_Hygiene_May_2026.xlsx","Downloads",".xlsx","6334","2026-08-22T04:32:47Z"
"C:\Users\dstor\Downloads\Verification of Insurance.pdf","Downloads",".pdf","44975","2026-07-13T20:06:39Z"
"C:\Users\dstor\Downloads\VERIFICATION_PROTOCOL (1).md","Downloads",".md","4840","2026-07-26T01:20:46Z"
"C:\Users\dstor\Downloads\VERIFICATION_PROTOCOL (2).md","Downloads",".md","4840","2026-07-26T02:16:23Z"
"C:\Users\dstor\Downloads\VERIFICATION_PROTOCOL (3).md","Downloads",".md","4840","2026-07-26T02:50:07Z"
"C:\Users\dstor\Downloads\VERIFICATION_PROTOCOL.md","Downloads",".md","4840","2026-07-26T01:09:01Z"
"C:\Users\dstor\Downloads\VIable BZ TASK LIST.docx","Downloads",".docx","23783","2026-08-04T07:27:00Z"
"C:\Users\dstor\Downloads\what-gets-tasks-returned.md","Downloads",".md","11655","2026-08-16T17:00:08Z"
"C:\Users\dstor\Downloads\White Label Agreement (1).docx","Downloads",".docx","1662872","2026-02-05T05:24:44Z"
"C:\Users\dstor\Downloads\White Label Agreement.docx","Downloads",".docx","1662869","2026-02-05T05:25:27Z"
"C:\Users\dstor\Downloads\Workflow steps.docx","Downloads",".docx","13777","2026-04-11T00:40:17Z"
"C:\Users\dstor\Downloads\Workflows (1).pptx","Downloads",".pptx","42899","2026-04-11T00:41:16Z"
"C:\Users\dstor\Downloads\Workflows final (1).pptx","Downloads",".pptx","292256","2026-04-11T00:41:08Z"
"C:\Users\dstor\Downloads\Workflows final.pptx","Downloads",".pptx","292256","2026-04-10T08:17:01Z"
"C:\Users\dstor\Downloads\Workflows.pptx","Downloads",".pptx","42899","2026-04-10T08:17:03Z"
"C:\Users\dstor\Downloads\workspace_photo.pdf","Downloads",".pdf","3174672","2026-06-22T19:37:35Z"
"C:\Users\dstor\Downloads\WORLD-READ-01.md","Downloads",".md","6962","2026-08-16T21:00:39Z"
"C:\Users\dstor\Downloads\WRITE-CARD-R2.ps1","Downloads",".ps1","16676","2026-08-28T18:42:27Z"
"C:\Users\dstor\Downloads\WRITE-FILING-03-PACKAGE.ps1","Downloads",".ps1","17606","2026-08-28T18:24:26Z"
"C:\Users\dstor\Downloads\X-Wing-assembly.STEP","Downloads",".step","251996","2026-04-09T00:57:36Z"
"C:\Users\dstor\Downloads\You are a general manager working for a medical cannabis processing lab in Oklahoma.docx","Downloads",".docx","14107","2026-02-27T04:56:41Z"
"C:\Users\dstor\Downloads\.git_disabled\COMMIT_EDITMSG","Downloads","","25","2026-05-21T02:46:39Z"
"C:\Users\dstor\Downloads\.git_disabled\config","Downloads","","302","2026-05-21T02:49:13Z"
"C:\Users\dstor\Downloads\.git_disabled\description","Downloads","","73","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\HEAD","Downloads","","21","2026-05-21T02:49:07Z"
"C:\Users\dstor\Downloads\.git_disabled\index","Downloads","","145","2026-05-21T02:46:39Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\applypatch-msg.sample","Downloads",".sample","478","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\commit-msg.sample","Downloads",".sample","1972","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\fsmonitor-watchman.sample","Downloads",".sample","4611","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\post-update.sample","Downloads",".sample","189","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\pre-applypatch.sample","Downloads",".sample","424","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\pre-commit.sample","Downloads",".sample","1649","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\pre-merge-commit.sample","Downloads",".sample","416","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\pre-push.sample","Downloads",".sample","1374","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\pre-rebase.sample","Downloads",".sample","4898","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\pre-receive.sample","Downloads",".sample","544","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\prepare-commit-msg.sample","Downloads",".sample","1492","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\push-to-checkout.sample","Downloads",".sample","2783","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\sendemail-validate.sample","Downloads",".sample","2308","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\hooks\update.sample","Downloads",".sample","3650","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\info\exclude","Downloads","","240","2026-05-21T02:46:20Z"
"C:\Users\dstor\Downloads\.git_disabled\logs\HEAD","Downloads","","538","2026-05-21T02:49:07Z"
"C:\Users\dstor\Downloads\.git_disabled\logs\refs\heads\main","Downloads","","356","2026-05-21T02:49:07Z"
"C:\Users\dstor\Downloads\.git_disabled\logs\refs\remotes\origin\main","Downloads","","146","2026-05-21T02:49:13Z"
"C:\Users\dstor\Downloads\.git_disabled\objects\1c\f3d9d79f3d1653af495a3f92913f94a19ddaea","Downloads","","60","2026-05-21T02:46:39Z"
"C:\Users\dstor\Downloads\.git_disabled\objects\6b\cad6e21272bd5b7089ad1d09de0a9c8f3fb21a","Downloads","","138","2026-05-21T02:46:39Z"
"C:\Users\dstor\Downloads\.git_disabled\objects\89\2800e59dd573571692d53aa9a5f46786b9007f","Downloads","","262281","2026-05-21T02:46:30Z"
"C:\Users\dstor\Downloads\.git_disabled\refs\heads\main","Downloads","","41","2026-05-21T02:49:07Z"
"C:\Users\dstor\Downloads\.git_disabled\refs\remotes\origin\main","Downloads","","41","2026-05-21T02:49:13Z"
"C:\Users\dstor\Downloads\ableton_live_suite_12.3.2_64\Ableton Live 12 Suite Installer-1.bin","Downloads",".bin","2093446400","2026-02-03T02:53:07Z"
"C:\Users\dstor\Downloads\ableton_live_suite_12.3.2_64\Ableton Live 12 Suite Installer-2.bin","Downloads",".bin","2100000000","2026-02-03T02:53:30Z"
"C:\Users\dstor\Downloads\ableton_live_suite_12.3.2_64\Ableton Live 12 Suite Installer-3.bin","Downloads",".bin","1906023095","2026-02-03T02:53:45Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\README.md","Downloads",".md","2025","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\The Laundry List.pdf","Downloads",".pdf","1908651","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\LEDGER.md","Downloads",".md","138","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\SUCCESS.md","Downloads",".md","938","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\01-website.md","Downloads",".md","1862","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\02-copy.md","Downloads",".md","1780","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\03-localai.md","Downloads",".md","2058","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\04-tax.md","Downloads",".md","1880","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\05-offer.md","Downloads",".md","1804","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\06-chatbot.md","Downloads",".md","1594","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\07-bugs.md","Downloads",".md","1741","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\08-model.md","Downloads",".md","1678","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\09-competitors.md","Downloads",".md","1683","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\tasks\10-automation.md","Downloads",".md","1716","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\fable_wargame_kit\fable-wargame-kit\fable-last-week\wargames\README.txt","Downloads",".txt","157","2026-07-07T16:22:11Z"
"C:\Users\dstor\Downloads\files (5)\image_manifest_fixed.csv","Downloads",".csv","59705","2026-06-02T05:08:37Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\app.py","Downloads",".py","14568","2026-03-17T17:46:11Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\categorizer.py","Downloads",".py","16822","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\config_manager.py","Downloads",".py","5198","2026-03-17T17:46:11Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\parser_engine.py","Downloads",".py","21574","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\README.md","Downloads",".md","2886","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\report_generator.py","Downloads",".py","24834","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\requirements.txt","Downloads",".txt","127","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\test_app.py","Downloads",".py","7496","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\data\settings.json","Downloads",".json","1659","2026-03-17T18:06:31Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\data\transactions.json","Downloads",".json","34701","2026-03-17T18:14:14Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\data\uploads.json","Downloads",".json","890","2026-03-17T18:02:16Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\exports\Financial_Report_20260317_130009.xlsx","Downloads",".xlsx","43383","2026-03-17T18:00:09Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\exports\Financial_Report_20260317_130223.xlsx","Downloads",".xlsx","22152","2026-03-17T18:02:23Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\exports\Financial_Report_20260317_131448.xlsx","Downloads",".xlsx","22011","2026-03-17T18:14:48Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\static\css\style.css","Downloads",".css","12950","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\templates\base.html","Downloads",".html","1994","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\templates\export.html","Downloads",".html","5929","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\templates\index.html","Downloads",".html","4697","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\templates\settings.html","Downloads",".html","11081","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\templates\transactions.html","Downloads",".html","6675","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\templates\upload_results.html","Downloads",".html","1905","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\templates\upload.html","Downloads",".html","7041","2026-03-17T17:46:12Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_125951_fc070a25-df89-421a-9f50-15ca50b8983a.pdf","Downloads",".pdf","178604","2026-03-17T17:59:51Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_125951_February_23.pdf","Downloads",".pdf","818210","2026-03-17T17:59:51Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_125952_January_22.pdf","Downloads",".pdf","810600","2026-03-17T17:59:52Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_125953_Discover-2025-YearEndSummary.pdf","Downloads",".pdf","433564","2026-03-17T17:59:53Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_125955_Discover-2026-YearToDateSummary.pdf","Downloads",".pdf","31535","2026-03-17T17:59:55Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_130213_fc070a25-df89-421a-9f50-15ca50b8983a.pdf","Downloads",".pdf","178604","2026-03-17T18:02:13Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_130213_February_23.pdf","Downloads",".pdf","818210","2026-03-17T18:02:13Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_130214_January_22.pdf","Downloads",".pdf","810600","2026-03-17T18:02:14Z"
"C:\Users\dstor\Downloads\finance-tracker\finance-tracker\uploads\20260317_130215_Discover-2026-YearToDateSummary.pdf","Downloads",".pdf","31535","2026-03-17T18:02:15Z"
"C:\Users\dstor\Downloads\Motion\AI Denton County Standing Order.pdf","Downloads",".pdf","3570510","2025-12-19T03:25:14Z"
"C:\Users\dstor\Downloads\Motion\Continuation of Section 6.pdf","Downloads",".pdf","98159","2025-12-19T02:55:48Z"
"C:\Users\dstor\Downloads\Motion\Court Summary.docx","Downloads",".docx","8831","2025-12-19T05:41:52Z"
"C:\Users\dstor\Downloads\Motion\Exhibit A - Final Decree of Divorce.pdf","Downloads",".pdf","273624","2025-12-19T02:51:45Z"
"C:\Users\dstor\Downloads\Motion\Exhibit B.pdf","Downloads",".pdf","589145","2025-12-19T02:51:51Z"
"C:\Users\dstor\Downloads\Motion\Exhibit C.pdf","Downloads",".pdf","286367","2025-12-19T02:51:53Z"
"C:\Users\dstor\Downloads\Motion\Exhibit D - Agreed upon pickup times.png","Downloads",".png","924177","2025-12-19T03:24:01Z"
"C:\Users\dstor\Downloads\Motion\Exhibit E - Denton County Standing Order.pdf","Downloads",".pdf","306703","2025-12-19T03:25:04Z"
"C:\Users\dstor\Downloads\Motion\Exhibit F - drop off attempt .png","Downloads",".png","1469603","2025-12-19T05:35:11Z"
"C:\Users\dstor\Downloads\Motion\FM-AV-100 Completed and notarized.pdf","Downloads",".pdf","820269","2025-12-19T02:51:44Z"
"C:\Users\dstor\Downloads\Motion\Notice of Hearing (1).pdf","Downloads",".pdf","135767","2025-12-19T03:25:14Z"
"C:\Users\dstor\Downloads\Motion\Order setting Hearing (1).pdf","Downloads",".pdf","61241","2025-12-19T03:25:01Z"
"C:\Users\dstor\Downloads\Motion\Original - AFFIDAVIT OF SERVICE.pdf","Downloads",".pdf","301001","2025-12-19T02:52:45Z"
"C:\Users\dstor\Downloads\Motion\Receipt for process server.jpg","Downloads",".jpg","202246","2025-12-19T03:12:45Z"
"C:\Users\dstor\Downloads\Motion\Request for Issuance (1).pdf","Downloads",".pdf","1492015","2025-12-19T03:25:10Z"
"C:\Users\dstor\Downloads\Motion\Show Cause Notice PDF.pdf","Downloads",".pdf","193532","2025-12-19T03:25:04Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\_7c6e5ee7-e05e-4685-bd8a-c3d81188ceb8.png","Downloads",".png","221074","2025-03-14T02:23:53Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\af1b5321faf68e6474cc6670b2617eed","Downloads","","1785","2025-03-14T02:23:53Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\agent_3.webp","Downloads",".webp","156474","2025-03-14T02:23:53Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\conversation-small-dkgh8tfi.css","Downloads",".css","13749","2025-03-14T02:23:52Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\FormattedText-dqwoo8t7.css","Downloads",".css","594","2025-03-14T02:23:52Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\IMG_0536.jpeg","Downloads",".jpeg","3675491","2025-03-14T02:23:54Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\root-khkihmof.css","Downloads",".css","366711","2025-03-14T02:23:52Z"
"C:\Users\dstor\Downloads\Oklahoma License Inquiry_files\saved_resource.html","Downloads",".html","528","2025-03-14T02:23:54Z"
"C:\Users\dstor\Desktop\headers.txt","Desktop",".txt","6514","2026-09-11T01:00:23Z"
