"target","target_rel","source","source_loc","dims","kb","sha256","candidates","distinct_hashes","review","refs","metadata"
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_028_Seasonal_Planting_Calendar.png","assets\user_created_web\UCI_028_Seasonal_Planting_Calendar.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_028_Seasonal_Planting_Calendar.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","1960","FCB0F6335A787CC988354EE4D6392EF02CE43D73255E004D85FDC0F13F43765A","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png","assets\lse_figures\LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D13_Squash_Vine_Borer_Scouting_Plate_Ch30_39.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2369","9DAC2F96F0580364B42698D176FB68471504DD53D324C404A0037C6F57A854E0","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png","assets\lse_figures\LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D14_Cucumber_Beetle_Bacterial_Wilt_Vector_Diagram_Ch30_Ch39_Ch42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2419","215C79DB46C441CF944B6A390A7109EF5E7992CD69127E9E443618ECBF7F7559","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D17_Okra_Pod_Injury_Hidden_Pest_Damage_Ch30.png","assets\lse_figures\LSE_D17_Okra_Pod_Injury_Hidden_Pest_Damage_Ch30.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D17_Okra_Pod_Injury_Hidden_Pest_Damage_Ch30.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2122","574B1DD5635AEE130F6F210F3314A9903BC93C05275153F3355B8F2849646F1C","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E03_Row_Cover_Low_Tunnel_Timing_Plate_Ch30_36_39.png","assets\lse_figures\LSE_E03_Row_Cover_Low_Tunnel_Timing_Plate_Ch30_36_39.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E03_Row_Cover_Low_Tunnel_Timing_Plate_Ch30_36_39.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2420","58192D6667FF1DE56B9316106C3FC020F6CBEFFCA8F833955B9825750B9C90FB","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B29_Herb_Grouping_Matrix_Ch31.png","assets\lse_figures\LSE_B29_Herb_Grouping_Matrix_Ch31.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B29_Herb_Grouping_Matrix_Ch31.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1402x1122","1783","64072F2FA960C5A361F088647A3BF5706588049D28305083F6CD47373452B2E6","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png","assets\lse_figures\LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C17_Basil_Pruning_Downy_Mildew_Scouting_Ch31_42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1402x1122","1943","F98597628FA9DD6C03808154C9395C2837C2230E212C4F161F98867CEC8DE4C1","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png","assets\lse_figures\LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C19_Woody_Herb_Harvest_Limits_Ch31.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2340","1D24D7DB2412119FCEE313BE06821F0B6C359AEE9C721203137FED88775816D2","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_D20_Basil_Downy_Mildew_vs_Nutrient_Yellowing_Ch31_42.png","assets\lse_figures\LSE_D20_Basil_Downy_Mildew_vs_Nutrient_Yellowing_Ch31_42.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_D20_Basil_Downy_Mildew_vs_Nutrient_Yellowing_Ch31_42.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2139","B0192ADCF8A4FEB0BA897E2FE095C8F17B0F5093161CC08A9C570C9DD3F6AA7C","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png","assets\lse_figures\LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C16_Herb_Barrel_Setup_Sequence_Ch31.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2353","E77425463DBBC870E61D35251180F80634254AF77BBB32AED5131173C7FAE8C3","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png","assets\lse_figures\LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C18_Cilantro_Dill_Cool_Season_Succession_Ch31.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2063","7037E190EBF935CE431ECE35C886D6CD7DFB6CB9E56C8F1E610059DDEE065FB0","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_E05_Barrel_Herb_Garden_Cross_Section_Ch31.png","assets\lse_figures\LSE_E05_Barrel_Herb_Garden_Cross_Section_Ch31.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_E05_Barrel_Herb_Garden_Cross_Section_Ch31.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1402x1122","2152","96504091C5D7922BAB02F65FC32115A397CD6469E8C5C6F5350933E9EF5DC24F","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\user_created_web\UCI_020_Common_Dallas_Pest_Identification_Guide.png","assets\user_created_web\UCI_020_Common_Dallas_Pest_Identification_Guide.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\Images from internet\New image creations final draft\UCI_020_Common_Dallas_Pest_Identification_Guide.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2808","7F9FE9A1BACF0C4DD0C4E6AB563640628764B7CED40E7F164469183A57180305","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_052__LSE_FOUND_B28_PEST_Brassica_CabbageFlyLarva_StalkDamage_PakChoi_SchlagheckenJosef_CC-BY-SA-4.0.jpg","assets\B30_052__LSE_FOUND_B28_PEST_Brassica_CabbageFlyLarva_StalkDamage_PakChoi_SchlagheckenJosef_CC-BY-SA-4.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_052__LSE_FOUND_B28_PEST_Brassica_CabbageFlyLarva_StalkDamage_PakChoi_SchlagheckenJosef_CC-BY-SA-4.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x750","180","70DE5A926547F5134D931843556187C65198E981AB0CDAE8517CCD38B934BD83","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_053__LSE_FOUND_B28_PEST_Brassica_DeliaRadicum_MaggotPupaLifeStages_Rasbak_CC-BY-SA-GFDL.jpg","assets\B30_053__LSE_FOUND_B28_PEST_Brassica_DeliaRadicum_MaggotPupaLifeStages_Rasbak_CC-BY-SA-GFDL.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_053__LSE_FOUND_B28_PEST_Brassica_DeliaRadicum_MaggotPupaLifeStages_Rasbak_CC-BY-SA-GFDL.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x784","152","CF6A9705593690E829C282799006D15AC6DCFC79A102A13E95A85CD649036C7A","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_027__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_PodCrossSectionLarvaAdult_UGA_VERIFY.jpg","assets\B30_027__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_PodCrossSectionLarvaAdult_UGA_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_027__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_PodCrossSectionLarvaAdult_UGA_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","300x166","13","151E34C5F06E8A5DB083D0C93EE7E161043AE169DACBDDA5977757D43DB553F5","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_028__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_LarvaInsidePodRisk_UGA_VERIFY.jpg","assets\B30_028__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_LarvaInsidePodRisk_UGA_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_028__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_LarvaInsidePodRisk_UGA_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","168x101","4","F3B40D821C318025C27C67A14C422E80649CDE76738E60019AAA6CDC57B5BD10","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_079__LSE_FOUND_B29_HOLD_PEST_Okra_StinkBugDamage_TwistedPods_Clemson_PERMISSION.jpg","assets\B30_079__LSE_FOUND_B29_HOLD_PEST_Okra_StinkBugDamage_TwistedPods_Clemson_PERMISSION.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_079__LSE_FOUND_B29_HOLD_PEST_Okra_StinkBugDamage_TwistedPods_Clemson_PERMISSION.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","331x240","12","D21952A088E2BAFE9170E43D3A41513BD83E2B961858DECEA3EAB022269EB1EE","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_029__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_AdultScouting_UGA_VERIFY.jpg","assets\B30_029__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_AdultScouting_UGA_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_029__LSE_FOUND_B27_PEST_Cowpea_CowpeaCurculio_AdultScouting_UGA_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","300x255","14","4617EE7617C67A7B096FCE2ED3EC2B0122057843FB836152E17D2D7B79E988D2","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_030__LSE_FOUND_B27_PEST_Eggplant_FleaBeetle_ShotHolePittedLeaf_DavidCappaert-Bugwood_VERIFY.jpg","assets\B30_030__LSE_FOUND_B27_PEST_Eggplant_FleaBeetle_ShotHolePittedLeaf_DavidCappaert-Bugwood_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_030__LSE_FOUND_B27_PEST_Eggplant_FleaBeetle_ShotHolePittedLeaf_DavidCappaert-Bugwood_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","600x600","53","F5F5309532C93506579C2DBF4F5EC3CCAC8B236A1195A907B5B2AA897895882E","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_073__LSE_FOUND_B29_PRACTICAL_RowCover_LowTunnel_FabricOverHoops_KathleenMoore_CC-BY-2.0.jpg","assets\B30_073__LSE_FOUND_B29_PRACTICAL_RowCover_LowTunnel_FabricOverHoops_KathleenMoore_CC-BY-2.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_073__LSE_FOUND_B29_PRACTICAL_RowCover_LowTunnel_FabricOverHoops_KathleenMoore_CC-BY-2.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","600x450","60","3A17DF8BEF49206F2C4B1F4504A0F5407FBC87FBB650FA7C8BCA6E7CE339771A","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_033__LSE_FOUND_B27_EXCLUSION_VegetableBeds_FloatingRowCover_PhysicalBarrier_ScotNelson_CONDITIONAL.jpg","assets\B30_033__LSE_FOUND_B27_EXCLUSION_VegetableBeds_FloatingRowCover_PhysicalBarrier_ScotNelson_CONDITIONAL.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_033__LSE_FOUND_B27_EXCLUSION_VegetableBeds_FloatingRowCover_PhysicalBarrier_ScotNelson_CONDITIONAL.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","600x450","43","82C1FB481C50E5C0A3613C08AC3CEDD41FB8F88661470E5C40B981025A1C815E","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_048__LSE_FOUND_B28_PEST_Brassica_CabbageFlyMaggot_RootDamage_Kohlrabi_SchlagheckenJosef_CC-BY-4.0.jpg","assets\B30_048__LSE_FOUND_B28_PEST_Brassica_CabbageFlyMaggot_RootDamage_Kohlrabi_SchlagheckenJosef_CC-BY-4.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_048__LSE_FOUND_B28_PEST_Brassica_CabbageFlyMaggot_RootDamage_Kohlrabi_SchlagheckenJosef_CC-BY-4.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x750","72","CF1D7D9BD930E5AF37BE15BC6A1D06FBB39E91C080C71B5F8B8E97CF23037169","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_032__LSE_FOUND_B27_EXCLUSION_Seedlings_CutwormCollars_CardboardBarrier_KathleenMoore_CC-BY-2.0.jpg","assets\B30_032__LSE_FOUND_B27_EXCLUSION_Seedlings_CutwormCollars_CardboardBarrier_KathleenMoore_CC-BY-2.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_032__LSE_FOUND_B27_EXCLUSION_Seedlings_CutwormCollars_CardboardBarrier_KathleenMoore_CC-BY-2.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","413x600","64","885F69CDB569AB3AAEF5DC411789A6870B856E5957644AC408ACCA227C87600E","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_031__LSE_FOUND_B27_PEST_Corn_BlackCutworm_SeveredSeedlingDamage_WM-Hantsbarger_CC-BY-3.0-US.jpg","assets\B30_031__LSE_FOUND_B27_PEST_Corn_BlackCutworm_SeveredSeedlingDamage_WM-Hantsbarger_CC-BY-3.0-US.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_031__LSE_FOUND_B27_PEST_Corn_BlackCutworm_SeveredSeedlingDamage_WM-Hantsbarger_CC-BY-3.0-US.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x759","116","2AB59F7433E6A5A0AC31976CE4F6BFBB5F393A069DB4D9C34BF4F223934E279E","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_034__LSE_FOUND_B27_EXCLUSION_Containers_SlugBarrier_CopperTape_KathleenMoore_CC-BY-2.0.jpg","assets\B30_034__LSE_FOUND_B27_EXCLUSION_Containers_SlugBarrier_CopperTape_KathleenMoore_CC-BY-2.0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_034__LSE_FOUND_B27_EXCLUSION_Containers_SlugBarrier_CopperTape_KathleenMoore_CC-BY-2.0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","450x600","60","E70D973755BC46FC1F104990F26C98660893A346FC59C247ABC7860E297B4737","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png","assets\lse_figures\LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C03_Daily_Weekly_Scouting_Route_Ch39_Ch49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","3259","DC29599CAB372D3922D1F04487155E60C333AD8F90D0ECA44ECC8B02A8DFB1CD","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png","assets\lse_figures\LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_B33_Beneficial_Insect_Lifecycle_Plate_Ch40.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2718","6D452A374DEA688F910A21B0FBB8243B7F6EF5CA367F28B0A250BF128020665E","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_012__LSE_FOUND_B26_PEST_SquashBug_Nymphs_OnSummerSquash_Pollinator_CC-BY-2-5.jpg","assets\B30_012__LSE_FOUND_B26_PEST_SquashBug_Nymphs_OnSummerSquash_Pollinator_CC-BY-2-5.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_012__LSE_FOUND_B26_PEST_SquashBug_Nymphs_OnSummerSquash_Pollinator_CC-BY-2-5.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x747","77","6C8FEBEF3ECB805D3D493FA97277F77BCCD2F0FD0AD8CD7E0E8C3215AA610074","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_010__LSE_FOUND_B26_PEST_SquashBug_EggCluster_UndersidePumpkinLeaf_Bdm25_CC-BY-SA-4.jpg","assets\B30_010__LSE_FOUND_B26_PEST_SquashBug_EggCluster_UndersidePumpkinLeaf_Bdm25_CC-BY-SA-4.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_010__LSE_FOUND_B26_PEST_SquashBug_EggCluster_UndersidePumpkinLeaf_Bdm25_CC-BY-SA-4.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x602","62","C837AE6A0FEFB2B170096C621EC18BAE7D06C4A4FD0392B363E9E6C1AE208746","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_011__LSE_FOUND_B26_PEST_SquashBug_EggCluster_AnasaTristis_BeatrizMoisset_CC-BY-SA-4.jpg","assets\B30_011__LSE_FOUND_B26_PEST_SquashBug_EggCluster_AnasaTristis_BeatrizMoisset_CC-BY-SA-4.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_011__LSE_FOUND_B26_PEST_SquashBug_EggCluster_AnasaTristis_BeatrizMoisset_CC-BY-SA-4.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","609x595","55","24EACCC06FA40D769D315E0AEF2E730ABE121211CFC8D4C6BBBE0C4DE6270175","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_054__LSE_FOUND_B28_PEST_SquashVineBorer_FrassAtStem_Pollinator_CC-BY-2.5_CONDITIONAL.jpg","assets\B30_054__LSE_FOUND_B28_PEST_SquashVineBorer_FrassAtStem_Pollinator_CC-BY-2.5_CONDITIONAL.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_054__LSE_FOUND_B28_PEST_SquashVineBorer_FrassAtStem_Pollinator_CC-BY-2.5_CONDITIONAL.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x986","132","E873B9758F3D35918131A00223EFDE24B9F8C63E0A8395CCF1E20E7C1C7AC420","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_055__LSE_FOUND_B28_PEST_SquashVineBorer_LarvaeSplitStemFrass_Pollinator_CC-BY-2.5_CONDITIONAL.jpg","assets\B30_055__LSE_FOUND_B28_PEST_SquashVineBorer_LarvaeSplitStemFrass_Pollinator_CC-BY-2.5_CONDITIONAL.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_055__LSE_FOUND_B28_PEST_SquashVineBorer_LarvaeSplitStemFrass_Pollinator_CC-BY-2.5_CONDITIONAL.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x750","122","A9753DA87DC8C5D7A4543F572CD6501D5E21710394678854E2E21E649BB65A32","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_013__LSE_FOUND_B26_PEST_SquashBug_Adult_MarginalResolution_Downtowngal_CC0.jpg","assets\B30_013__LSE_FOUND_B26_PEST_SquashBug_Adult_MarginalResolution_Downtowngal_CC0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_013__LSE_FOUND_B26_PEST_SquashBug_Adult_MarginalResolution_Downtowngal_CC0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","428x540","41","843C0D0372ABD1449BB65A01FB6E2F86AA79367BD68B48E48EDD5623BB9473DB","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_006__LSE_FOUND_B26_ROOTS_Tomato_RootKnotNematode_GalledRoots_PlantPestsDiseases_CC0.jpg","assets\B30_006__LSE_FOUND_B26_ROOTS_Tomato_RootKnotNematode_GalledRoots_PlantPestsDiseases_CC0.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_006__LSE_FOUND_B26_ROOTS_Tomato_RootKnotNematode_GalledRoots_PlantPestsDiseases_CC0.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1000x750","151","754CBA6DCFC99CBCD1C44908AD065FEF10E95763543AB7A303FB9790B66ACE49","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\lse_figures\LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png","assets\lse_figures\LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\lse_figures\LSE_C07_Harvest_Postharvest_Handling_Workflow_Ch49.png","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1536x1024","2262","6A7CABAED5807CECFB45A1ED48D0CF83A7806040584DB828A06F824028CCF987","2","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_038__LSE_FOUND_B27_ABIOTIC_Tomato_FertilizerBurn_YoungLeafScorch_UMD_VERIFY.jpg","assets\B30_038__LSE_FOUND_B27_ABIOTIC_Tomato_FertilizerBurn_YoungLeafScorch_UMD_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_038__LSE_FOUND_B27_ABIOTIC_Tomato_FertilizerBurn_YoungLeafScorch_UMD_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","400x300","19","1B7A90E8E0800AC830515227663E98004CE9C183E66C56A5948DF32DED4F9A2A","1","1","","2",""
"C:\Users\dstor\lse-repo\assets\B30_056__LSE_FOUND_B28_ABIOTIC_FertilizerBurn_LeafScorchPattern_CannabisCropMismatch_Fenrisulfir_CC-BY-SA-GFDL.jpg","assets\B30_056__LSE_FOUND_B28_ABIOTIC_FertilizerBurn_LeafScorchPattern_CannabisCropMismatch_Fenrisulfir_CC-BY-SA-GFDL.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\Chatgpt  Book update\LSE_FIVE_BOOK_WORKING_SET\Final Formatting of Book\assets\B30_056__LSE_FOUND_B28_ABIOTIC_FertilizerBurn_LeafScorchPattern_CannabisCropMismatch_Fenrisulfir_CC-BY-SA-GFDL.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","1301x1925","432","6B5C5D68921C7C9BBB3695F4A64F34D071FE3A1F1FB9425585C7B78293A73A68","2","2","REVIEW","2",""
"C:\Users\dstor\lse-repo\assets\B30_037__LSE_FOUND_B27_ABIOTIC_VegetableTransplant_ColdFreezeDamage_WhiteLeaves_UMD_VERIFY.jpg","assets\B30_037__LSE_FOUND_B27_ABIOTIC_VegetableTransplant_ColdFreezeDamage_WhiteLeaves_UMD_VERIFY.jpg","C:\Users\dstor\OneDrive\Desktop\LSE_FINAL_IMAGE_AND_SPLIT_FIX\output\assets\B30_037__LSE_FOUND_B27_ABIOTIC_VegetableTransplant_ColdFreezeDamage_WhiteLeaves_UMD_VERIFY.jpg","LSE_FINAL_IMAGE_AND_SPLIT_FIX","472x328","21","20A840E36457F6DED99E24E34DD1269074DB6E744B663CF35BB4CD28B784BEB2","1","1","","2",""
